feature_set,model,training_time,train_rmse,val_rmse,train_r2,val_r2,best_params
3,lightgbm,240.9942750930786,0.7005321713476513,0.7010595994952977,0.5088135921367525,0.5126731998885711,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'num_leaves': 31}"
3,xgboost,36.0740008354187,0.700653188188519,0.7011465500160725,0.5086438727032357,0.5125523087494679,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.9}"
3,gradient_boosting,810.042151927948,0.6993859918825108,0.7005528005349706,0.5104195917739578,0.5133775264409947,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}"
3,ridge,4.295509099960327,0.8841104073026748,0.8859525222889691,0.2176462350121462,0.22172816733386658,"{'alpha': 10.0, 'solver': 'lsqr'}"
3,lasso,3.952136993408203,0.8942424264093013,0.8967696808759198,0.19961173516470343,0.2026073133432491,"{'alpha': 0.1, 'selection': 'cyclic'}"
3,linear_regression,3.701551914215088,0.8841103812516407,0.8859527340629384,0.2176462811175287,0.22172779526486575,{'fit_intercept': True}
